Country,City,Latitude,Longitude,ID
Panama,Los Santos,7.93445,-80.41218,1243
Belgium,Houffalize,50.13235,5.78962,2535
TÃ¼rkiye,Zonguldak,41.45139,31.79305,1371
Belgium,Izegem,50.91396,3.21378,2549
Viet Nam,Vĩnh Phúc,21.3089,105.6047,456
Mexico,Tijuana,32.5027,-117.00371,1299
Latvia,Ventspils,57.39485,21.56121,176
Belgium,Les Bons Villers,50.53209,4.43504,2601
Belgium,Saint-Leger,49.61196,5.65688,2746
Rwanda,Ngoma,-2.21667,30.46667,1505
Ghana,Koforidua,6.09408,-0.25913,2975
Libya (State of),Sirte,31.20892,16.58866,1181
Viet Nam,Lào Cai,22.4856,103.9707,108
Colombia,Buenaventura,3.58333,-77.0,1642
Belgium,Tienen,50.80745,4.9378,2799
France,Pontoise,49.05,2.1,3613
China,Hangzhou,30.29365,120.16142,556
Portugal,Guarda,40.53733,-7.26575,2225
El Salvador,Acajutla,13.59278,-89.8275,1187
Belgium,Galmaarden,50.75389,3.97121,2467
Australia,Alyangula,-13.85413,136.4213,357
Uganda,Kabale,-1.24857,29.98993,1938
China,Taibei,34.7,119.23333,354
Belgium,Brecht,51.35024,4.63829,2372
Spain,Tarragona,41.11905,1.24544,1789
Sudan,Dongola,19.18163,30.47689,1536
Belgium,Anhee,50.31039,4.87827,2304
Cameroon,Ebolowa,2.9,11.15,3017
Burkina Faso,Boromo,11.74542,-2.93006,1527
Suriname,Djoemoe,4.0229,-55.46812,2082
France,Paris,48.85341,2.3488,194
New Zealand,Timaru,-44.39672,171.25365,2130
Belgium,Villers-Le-Bouillet,50.57708,5.25945,2817
Belgium,Aalter,51.09017,3.44693,2292
Bangladesh,Sylhet,24.89904,91.87198,1165
Zimbabwe,Bulawayo,-20.15,28.58333,950
Portugal,Viana do Castelo,41.69323,-8.83287,2231
Australia,Lakes Entrance,-37.86679,148.00159,1689
Belgium,Rendeux,50.23423,5.50414,2729
Cambodia,Mondulkiri,12.46345,107.18695,3647
Viet Nam,Cà Mau,9.1769,105.1501,365
Slovakia,Lucenec,48.33249,19.66708,1226
Lithuania,Vilnius,54.68916,25.2798,204
Belgium,Ghent,51.05,3.71667,2480
United States,Illinois,40.349457,-88.986137,3812
Belgium,Sint-Laureins,51.24202,3.52441,2767
Belgium,Zulte,50.91954,3.44859,2871
Australia,Mandurah,-32.5269,115.7217,446
Cuba,Varadero,23.15678,-81.24441,705
Belgium,Lens,50.43302,2.82791,2599
India,Salem,11.65376,78.15538,1631
Japan,Osaka,34.69379,135.50107,184
Norway,Kristiansand,58.14671,7.9956,908
Ghana,Sunyani,7.33991,-2.32676,1382
Philippines,Catbalogan,11.77528,124.88611,1101
Belgium,Pepinster,50.56568,5.80386,2709
New Zealand,Wellington,-41.28664,174.77557,298
Australia,Mount Nowa Nowa,-37.69208,148.09236,1707
China,Harbin,45.75,126.65,540
Senegal,Louga,15.61867,-16.22436,2924
Spain,Almeria,36.83814,-2.45974,1756
Belgium,Le Roeulx,50.50365,4.11163,2592
Viet Nam,Hà Nam,20.5463,105.9142,696
Paraguay,Pedro Juan Caballero,-22.54722,-55.73333,1176
Russian Federation,Voronez,51.67204,39.1843,1020
Panama,David,8.42729,-82.43085,1241
Tajikistan,Dushanbe,38.53575,68.77905,211
New Zealand,Palmerston North,-40.35636,175.61113,1557
Gambia (The),Basse,52.80417,6.03194,3526
France,Nanterre,48.89198,2.20675,3610
Australia,Griffith,41.52837,-87.42365,410
Australia,Lake St Clair,-37.29713,139.9071,1688
Ethiopia,Lalibela,12.03219,39.04756,1922
Bhutan,Mongar,27.27471,91.23963,1276
Russian Federation,Ulan-Ude,51.82721,107.60627,1013
Ukraine,Kharkiv,49.98081,36.25272,2936
Pakistan,Hyderabad,17.38405,78.45636,896
New Zealand,Whangarei,-35.73167,174.32391,2136
Cuba,Camaguey,21.38083,-77.91694,708
Russian Federation,Kursk,51.73733,36.18735,1019
Guinea,Kindia,10.05692,-12.86576,924
Brazil,Salvador,-12.97563,-38.49096,1081
Mexico,Mexicali,32.62781,-115.45446,1291
Colombia,Riohacha,11.54444,-72.90722,884
Venezuela,Barcelona,41.38879,2.15899,2053
Madagascar,Sambava,-14.26667,50.16667,3007
France,Creteil,48.79266,2.46569,3612
Belgium,Villers-La-Ville,50.57953,4.53398,2816
Australia,Deniliquin,-35.53245,144.95364,393
Belgium,Boechout,51.15959,4.49195,2356
Belgium,Kaprijke,51.2172,3.61519,2561
Guinea,Mamou,10.37546,-12.09148,926
Spain,Valladolid,41.65518,-4.72372,1239
Burkina Faso,Dori,14.0341,-0.03261,1529
France,La Roche-sur-Yon,46.66974,-1.42757,3603
Belgium,Dinant,50.25807,4.91166,2421
Algeria,Bechar,31.61667,-2.21667,1435
Burkina Faso,Po,11.16972,-1.145,1534
Colombia,Palmira,3.53944,-76.30361,1646
Algeria,Oran,35.69906,-0.63588,1361
Republic of Korea,Gwangju,35.15472,126.91556,335
Lao People's Democratic Republic,Vientiane,17.96667,102.6,235
Belgium,Tubize,50.69059,4.2009,2808
Colombia,Medellin,6.25184,-75.56359,159
Colombia,Armenia,4.53389,-75.68111,868
France,Lyon,45.74846,4.84671,1054
Viet Nam,Quảng Ngãi,15.1205,108.7925,164
Thailand,Chiang Rai,19.90858,99.8325,566
China,Jinan,36.66833,116.99722,551
Saudi Arabia,Taif,-5.03333,39.73333,864
India,Solapur,17.67152,75.91044,1623
Australia,Dover,39.15817,-75.52437,1809
Viet Nam,Bạc Liêu,9.2941,105.7242,496
Belgium,Destelbergen,51.05952,3.79899,2415
Germany,Kassel,51.31667,9.5,1348
Kazakhstan,Astana,51.1801,71.44598,153
TÃ¼rkiye,Izmir,38.41273,27.13838,49
India,Rajkot,22.29161,70.79322,1618
United Arab Emirates,Ras Al Khaimah,25.78953,55.9432,1191
Thailand,Hua Hin,12.57065,99.95876,576
Madagascar,Farafangana,-22.82223,47.82615,3000
Belgium,Lokeren,51.10364,3.99339,2622
France,Montauban,44.01759,1.3542,3600
Morocco,Ouarzazate,30.91894,-6.89341,3517
South Africa,Ladysmith,-28.55874,29.77896,2985
Mozambique,Nampula,-15.11646,39.2666,121
Croatia,Osijek,45.55111,18.69389,71
Australia,Kalgoorlie,-30.74614,121.4742,422
Viet Nam,Sơn La,21.3262,103.9149,503
Cambodia,Kep,28.05,81.61667,3639
Colombia,Popayan,2.43823,-76.61316,880
Australia,Bicheno,-41.87429,148.30238,1804
Australia,Mount Wellington,-36.9082,174.82019,1708
Madagascar,Toliara,-23.35,43.66667,10
Australia,Albion Park,-34.57132,150.77568,1649
Costa Rica,San Isidro,-34.46971,-58.52111,1130
Slovakia,Tisinec,49.22133,21.63704,1229
Zimbabwe,Chipinge,-20.18833,32.62365,964
Netherlands (Kingdom of the),Groningen,53.21917,6.56667,142
Viet Nam,Đồng Tháp,10.4552,105.6323,813
Spain,Valdepenas,38.76211,-3.38483,2912
Viet Nam,Lạng Sơn,21.8519,106.7614,861
Senegal,Kaffrine,14.10594,-15.5508,2919
Costa Rica,Quepos,9.43063,-84.16231,1129
Spain,Salou,41.07663,1.14163,2905
Somalia,Bosaso,11.28421,49.18158,2098
Germany,Oberstdorf,47.40724,10.27939,1353
TÃ¼rkiye,Istanbul,41.01384,28.94966,47
Myanmar,Monywa,22.10856,95.13583,2149
Australia,Orbost,-37.69644,148.457,476
Israel,Haifa,32.81841,34.9885,1931
Australia,Exmouth,50.61723,-3.40233,401
Brazil,Cuiaba,-15.59611,-56.09667,1065
New Zealand,Motueka,-41.13333,173.01666,2119
Cuba,Cienfuegos,22.14681,-80.4481,706
Costa Rica,Upala,10.89908,-85.01366,1122
France,Bar-le-Duc,48.77275,5.16108,3578
Australia,Alice Springs,-23.69748,133.88362,323
Belgium,Huy,50.51894,5.23284,2542
Pakistan,Nawabshah,26.23939,68.40369,895
Guinea,Labe,11.31823,-12.28332,927
Viet Nam,Điện Biên,21.3833,103.0167,811
Chad,Bol,13.46729,14.71352,1170
China,Yushu,44.82751,126.54063,1868
China,Guilin,25.28022,110.29639,561
Algeria,Djanet,24.55528,9.485,1437
Egypt,Sharm El-Sheikh,27.91582,34.32995,1269
Belgium,Vise,50.7376,5.69907,2820
Mexico,Tampico,22.28519,-97.87777,1298
Mexico,Acapulco,16.11417,-91.51028,1207
Australia,Mount Dandenong,-37.83333,145.36667,1702
Belgium,Orp-Jauche,50.6839,4.94934,2694
Dominican Republic,Santiago,19.45083,-70.69472,598
Morocco,Errachidia,31.9314,-4.42663,3514
Italy,Cagliari,39.23054,9.11917,601
Costa Rica,Filadelfia,-22.33936,-60.03157,1125
TÃ¼rkiye,Nevsehir,38.625,34.71222,1367
Senegal,Sedhiou,12.70806,-15.55694,2929
Italy,Vieste,41.88209,16.17139,2078
Colombia,Yopal,5.33775,-72.39586,1323
Australia,Cairns,-16.92366,145.76613,299
Cuba,Pinar Del Rio,22.41667,-83.69667,704
Russian Federation,Kaluga,54.5293,36.27542,990
Viet Nam,Đắk Nông,12.0,107.7,132
Spain,Santander,43.46472,-3.80444,1786
Pakistan,Gilgit,35.91869,74.31245,897
United States,South Dakota,44.299782,-99.438828,3840
Belgium,Heusden-Zolder,51.03729,5.29653,2524
Benin,Parakou,9.33716,2.63031,2214
Indonesia,Ambon,-3.69583,128.18333,655
Belgium,Zandhoven,51.21488,4.66164,2857
Belgium,Ronse,50.74574,3.6005,2736
Lithuania,Siauliai,55.93333,23.31667,1548
Belgium,Hamois,50.3402,5.15619,2499
Guyana,Anna Regina,7.26439,-58.50769,1489
Viet Nam,Hải Phòng,20.8449,106.6881,237
United Republic of Tanzania,Zanzibar,-6.16394,39.19793,672
Poland,Wroclaw,51.1,17.03333,586
Guyana,Kamarang,-6.85,108.51667,1492
Viet Nam,Long An,10.5332,105.4053,255
Belgium,Vielsalm,50.28407,5.91502,2815
Belgium,Merksplas,51.35851,4.86513,2651
Benin,Bohicon,7.17826,2.0667,2209
Russian Federation,Krasnodar,45.04484,38.97603,1027
Brazil,Natal,-5.795,-35.20944,1074
Mexico,Villahermosa,17.98689,-92.93028,1303
China,Zibo,36.79056,118.06333,1872
Indonesia,Bandar Lampung,-5.42917,105.26111,2236
China,Huaibei,33.97444,116.79167,1840
Australia,Yarrawonga,-36.01923,145.99973,1750
Spain,Ciudad Real,38.98626,-3.92907,1764
India,Dibrugarh,27.47989,94.90837,1580
Australia,Geraldton,-28.77897,114.61459,403
Belgium,Nassogne,50.12849,5.34274,2672
CuraÃ§ao and Sint Maarten,Curacao,12.16667,-68.96667,286
United States,Vermont,44.045876,-72.710686,3844
China,Fuzhou,26.06139,119.30611,557
Myanmar,Pathein,16.77919,94.73212,2152
New Zealand,Hastings,50.85568,0.58009,2113
France,Saint-Brieuc,48.51513,-2.76838,3548
United Kingdom of Great Britain and Northern Ireland,Rhayader,52.30154,-3.51146,1908
Croatia,Zagreb,45.81444,15.97798,70
Sweden,Kiruna,67.85572,20.22513,1045
Australia,Roxby Downs,-30.56305,136.89546,489
Belgium,Wellen,50.84096,5.33867,2840
Australia,Tamworth,-31.09048,150.92905,499
Botswana,Gaborone,-24.65451,25.90859,1542
China,Shaoguan,24.8,113.58333,1853
Belgium,Flemalle,50.60223,5.44355,2454
Spain,Ourense,42.33669,-7.86407,1780
Viet Nam,Thái Nguyên,21.5939,105.8481,110
Croatia,Split,43.50891,16.43915,73
Slovenia,Novo Mesto,45.80397,15.16886,1924
France,Bobigny,48.90982,2.45012,3611
Finland,Turku,60.45148,22.26869,169
Greece,Rhodes,36.43556,28.22199,2286
Iran (Islamic Republic of),Semnan,35.57691,53.39205,1458
Viet Nam,Bình Dương,11.0531,106.6661,951
Guinea,Siguiri,11.42282,-9.16852,931
Belgium,Ouffet,50.4387,5.4657,2701
United States,Pennsylvania,40.590752,-77.209755,3837
Vanuatu,Port Vila,-17.73648,168.31366,673
Jamaica,Montego Bay,18.47116,-77.91883,99
India,Bikaner,28.01762,73.31495,1575
Belgium,Quievrain,50.40737,3.68351,2722
Ghana,Bolgatanga,10.78556,-0.85139,2970
Senegal,Ziguinchor,12.56801,-16.27326,2932
Indonesia,Serang,-6.11528,106.15417,2263
Papua New Guinea,Goroka,-6.085,145.38667,1427
Zambia,Solwezi,-12.1688,26.38938,1311
Kazakhstan,Almaty,43.25,76.91667,152
Croatia,Rijeka,45.32673,14.44241,72
Australia,Mount Baw Baw,-37.8382,146.27374,1700
Kenya,Garissa,-0.45275,39.64601,1795
China,Gaoxiong,23.07682,112.3867,1838
Belgium,Quevy,50.36879,3.93602,2721
Belgium,Ravels,51.37274,4.9921,2726
Germany,Leipzig,51.33962,12.37129,1350
Belgium,Halen,51.23583,5.95694,2493
Rwanda,Huye,-2.25002,29.80211,1512
Australia,Nowra,-34.88422,150.60036,473
CÃ´te d'Ivoire,Daloa,6.87735,-6.45022,2880
Slovenia,Maribor,46.55472,15.64667,1923
Mexico,Chihuahua,28.63528,-106.08889,1279
Italy,Reggio Calabria,38.11047,15.66129,2076
Belgium,Lobbes,50.35258,4.26716,2620
Australia,Geeveston,-43.16337,146.92549,1813
Egypt,Alexandria,31.20176,29.91582,1268
Russian Federation,Vladikavkaz,43.03667,44.66778,1110
China,Anshan,41.12361,122.99,1831
TÃ¼rkiye,Samsun,41.27976,36.3361,52
CÃ´te d'Ivoire,Adiake,5.28634,-3.30403,2877
Belgium,Machelen,50.91061,4.44174,2632
Belgium,Jodoigne,50.72357,4.86914,2554
Eritrea,Assab,13.00917,42.73944,154
Belgium,Hensies,50.43263,3.68411,2511
Libya (State of),Tripoli,32.88743,13.18733,1179
Mauritius,Plaisance,43.60562,0.04589,247
New Zealand,Gisborne,-38.65333,178.00417,2110
Slovakia,Zilina,49.22315,18.73941,1223
Burundi,Musasa,-3.34028,31.55167,1523
France,Strasbourg,48.58392,7.74553,1057
Fiji,Nadi,-17.80309,177.41617,94
Belgium,St. Hubert,50.21668,-102.3505,946
Israel,Jerusalem,31.76904,35.21633,43
Ethiopia,Bale Robe,7.12294,40.00412,1919
Belgium,Wingene,51.05782,3.27359,2852
Belgium,Sint-Katelijne-Waver,51.06691,4.53469,2765
Serbia,Belgrade,44.80401,20.46513,198
Philippines,Laoag,18.1978,120.5957,1093
Belgium,Oudergem,50.81667,4.43333,2700
Gambia (The),Jenoi,13.48333,-15.56667,3525
Mexico,Toluca,19.28786,-99.65324,1300
Viet Nam, Bà Rịa – Vũng Tàu,10.4114,107.1362,327
Bulgaria,Varna,43.21667,27.91667,919
Belgium,Assesse,50.36934,5.02204,2316
France,Alo,42.49276,-92.34296,3626
Cambodia,Kampot,10.61041,104.18145,3645
Myanmar,Mandalay,21.97473,96.08359,588
Russian Federation,Tambov,52.73169,41.44326,997
Senegal,Linguere,15.3953,-15.1193,2923
United Arab Emirates,Abu Dhabi,24.45118,54.39696,222
Belgium,Kortessem,50.8589,5.38974,2576
Uganda,Entebbe,0.05621,32.47949,1329
Belgium,Kapellen,51.31377,4.43539,2560
Ghana,Nalerigu,10.52726,-0.36982,2976
China,Quanzhou,24.91389,118.58583,1849
Belgium,Dendermonde,51.02869,4.10106,2412
Namibia,Windhoek,-22.55941,17.08323,1830
New Zealand,Reefton,-42.11667,171.86667,2124
India,Imphal,24.80805,93.9442,1589
Australia,Port Pirie,-33.19176,138.01746,483
Australia,Manjimup,-34.24122,116.14564,447
Australia,Augusta,44.31062,-69.77949,359
Indonesia,Bandung,-6.92222,107.60694,2237
France,Avignon,43.94834,4.80892,3602
Brazil,Teresina,-5.08917,-42.80194,1084
Belgium,Beauraing,50.11042,4.95554,2330
Belgium,Bornem,51.09716,4.24364,2361
Nepal,Janakpur,26.72882,85.92628,2963
Indonesia,Banda Aceh,5.54167,95.33333,2235
United Kingdom of Great Britain and Northern Ireland,Aberystwyth,52.41548,-4.08292,1894
Kenya,Meru,0.04626,37.65587,2950
Indonesia,Surabaya,-7.24917,112.75083,648
Belgium,Grobbendonk,51.19043,4.73562,2489
Colombia,Barrancabermeja,7.06528,-73.85472,869
Belgium,Meerhout,51.1321,5.07842,2642
Indonesia,Ternate,0.79065,127.38424,2270
Spain,Lugo,43.00992,-7.55602,1777
Ukraine,Vinnytsia,49.2322,28.46871,2943
Belgium,Andenne,50.48941,5.09513,2301
Belgium,Tielt-Winge,50.91743,4.88368,2798
France,Montpellier,43.61093,3.87635,3558
Mexico,Puebla,19.03793,-98.20346,1293
Belgium,Ans,50.6623,5.52029,2305
Australia,Lithgow,-33.4845,150.14903,687
Bhutan,Samtse,26.89903,89.09951,2955
Belgium,Begijnendijk,51.01942,4.78377,2335
Belgium,Tessenderlo,51.06513,5.08856,2793
United Kingdom of Great Britain and Northern Ireland,Bristol,51.45523,-2.59665,1898
Belgium,Stoumont,50.40667,5.80838,2787
Australia,Huonville,-43.03124,147.04813,1680
Argentina,Trelew,-43.24895,-65.30505,2208
Costa Rica,Cartago,4.74639,-75.91167,1115
Finland,Tampere,61.49911,23.78712,170
Singapore,Singapore,1.28967,103.85007,234
Belgium,Walhain,50.6168,4.69477,2831
Belgium,Heron,50.54731,5.09774,2518
Slovakia,Poprad,49.06144,20.29798,1227
France,Cahors,44.4491,1.43663,3569
Zambia,Choma,-16.80889,26.9875,2981
Belgium,Herzele,50.88681,3.89014,2523
Russian Federation,Tomsk,56.50032,84.98204,1006
United Kingdom of Great Britain and Northern Ireland,Cardiff,51.48,-3.18,36
Belgium,Beauvechain,50.78195,4.7718,2331
Australia,Warwick,41.7001,-71.41617,507
Benin,Cotonou,6.36536,2.41833,259
South Africa,Witbank,-25.87133,29.23323,2994
Bosnia and Herzegovina,Banja Luka,44.77842,17.19386,16
Belgium,Fauvillers,49.85116,5.66405,2450
Solomon Islands,Auki,-8.76778,160.69778,295
Malaysia,Kuantan,3.8077,103.326,83
Venezuela,Margarita,9.15596,-74.26618,1200
Venezuela,San Antonio Del Tachira,7.8112,-72.44437,2063
Germany,Frankfurt,52.34714,14.55062,57
Brazil,Sao Luis,-2.52972,-44.30278,1082
Eswatini,Manzini,-26.49884,31.38004,913
Chile,Coyhaique,-45.57524,-72.06619,2201
Australia,Port Macquarie,-31.43084,152.90894,482
Viet Nam,Ninh Bình,20.2506,105.9744,416
Mongolia,Kharkhorin,47.19245,102.81349,1144
Guyana,Lethem,3.38333,-59.8,1493
Romania,Iasi,47.16667,27.6,2094
Mali,Bamako,12.60915,-7.97522,129
Suriname,Lelydorp,5.7,-55.23333,2084
Sierra Leone,Freetown,8.48714,-13.2356,246
Belgium,Ledegem,50.85785,3.12409,2595
Australia,Merimbula,-36.88901,149.9096,1317
Belgium,Damme,51.25147,3.28144,2404
Australia,Ararat,39.85494,44.6947,1650
Belgium,Leuven,50.87959,4.70093,2603
Greece,Chios,38.36875,26.13718,2277
Belgium,Limbourg,50.61222,5.9412,2614
Viet Nam,Trường Sa,10.66936,115.833324,201
Viet Nam,Đà Nẵng,16.0471,108.2068,590
Australia,Jabiru,-12.67049,132.83604,420
Belgium,Sint-Lievens-Houtem,50.9197,3.86225,2768
New Zealand,Tauranga,-37.68611,176.16667,2127
Romania,Sibiu,45.8,24.15,2096
Egypt,Cairo,30.06263,31.24967,248
Belgium,Tenneville,50.09501,5.52895,2790
Gambia (The),Banjul,13.45274,-16.57803,140
Belgium,Maaseik,51.09802,5.78379,2630
Australia,George Town,5.41123,100.33543,1675
Belgium,Menen,50.79722,3.12245,2647
Norway,Trondheim,63.43049,10.39506,907
Australia,Cocos Island,13.8609,123.7996,683
Mauritius,Vacoas,-20.29806,57.47833,1220
Belgium,Bredene,51.23489,2.97559,2373
Australia,Bridport,43.98506,-73.31262,1658
Spain,Avila,40.65724,-4.69951,1757
France,Saint-Laurent,49.76449,4.77193,3621
Indonesia,Kupang,-10.17083,123.60694,2249
Latvia,Daugavpils,55.88333,26.53333,173
Australia,Combienbar,-37.38333,149.01666,1665
Eswatini,Mbabane,-26.31667,31.13333,912
CuraÃ§ao and Sint Maarten,Oranjestad,12.52398,-70.02703,1829
Belgium,Couvin,50.05284,4.49495,2401
Slovenia,Ljubljana,46.05108,14.50513,54
Belgium,Laarne,51.03078,3.85077,2587
Nepal,Biratnagar,26.45505,87.27007,2960
Australia,Coffs Harbour,-30.29626,153.11351,386
Spain,Ponferrada,42.54664,-6.59619,2191
Hungary,Budapest,47.49835,19.04045,60
Belgium,Boom,51.09242,4.3717,2358
Belgium,Braine-Le-Chateau,50.6799,4.27385,2367
Australia,Tuggeranong,-35.41647,149.06953,1312
Finland,Rovaniemi,66.5,25.71667,172
Viet Nam,Lâm Đồng,11.9404,108.4419,122
Australia,Bothwell,55.80272,-4.06835,1657
Russian Federation,Palana,59.08418,159.95622,1046
Italy,Bologna,44.49381,11.33875,1944
Belgium,Aarschot,50.98715,4.83695,2293
Belize,Belize City,17.49952,-88.19756,148
Ireland,Kerry,52.50156,-3.25862,1914
Belgium,Lede,50.96626,3.98594,2594
Australia,Maydena,-42.7548,146.62564,1817
Russian Federation,Kyzyl,51.71081,94.45338,1031
Belgium,Meeuwen-Gruitrode,51.09468,5.5505,2643
Iraq,Mosul,36.335,43.11889,1467
Viet Nam,Cao Bằng,22.6661,106.2635,910
Mozambique,Vilanculos,-22.0,35.31667,923
Australia,Glenelg,39.26427,-76.99248,1676
Serbia,Novi Sad,45.25167,19.83694,1390
Belgium,Chastre,50.60067,4.634,2387
Czechia,Liberec,50.76711,15.05619,2162
Australia,Gabo Island,9.86667,125.68333,1674
Viet Nam,Gia Lai,13.9833,108.0,797
Mexico,Monterrey,25.67507,-100.31847,1208
Italy,Crotone,39.08077,17.12764,1947
Belgium,Antoing,50.56765,3.4492,2307
New Zealand,Blenheim,-41.51603,173.9528,2107
Belgium,Lontzen,50.68126,6.00712,2625
Ukraine,Dnipro,48.46664,35.04066,2934
Brazil,Fortaleza,-3.71722,-38.54306,1068
Australia,Melaleuca,-29.10131,153.03722,1695
Egypt,Luxor,25.69893,32.6421,1271
Belgium,Incourt,50.69151,4.79816,2545
India,Gangtok,27.32574,88.61216,1582
New Caledonia,Mare,-9.85,27.0,1481
Belgium,De Panne,51.09793,2.59368,2407
Belgium,Arlon,49.68333,5.81667,2312
Belgium,Trois-Ponts,50.37128,5.87146,2806
Belgium,Waremme,50.6976,5.25524,2834
Jamaica,Kingston,17.99702,-76.79358,98
Viet Nam,Hà Giang,22.8233,104.9836,385
Zimbabwe,Beitbridge,-22.21667,30.0,963
Malaysia,Pulau Pinang,5.37292,100.24963,89
Myanmar,Dawei,14.0823,98.19151,2139
Libya (State of),Ghat,24.96334,10.18003,1180
Spain,Talavera de la Reina,39.96348,-4.83076,2198
Myanmar,Sittwe,20.14624,92.89835,2156
Serbia,Kragujevac,44.01667,20.91667,1388
Hungary,Nyiregyhaza,47.95539,21.71671,3013
Australia,Ouse,-42.48624,146.71255,1819
Panama,Santiago,19.45083,-70.69472,1242
France,Orleans,47.90289,1.90389,3568
Australia,Bellerive,38.23283,-88.74062,1654
Chad,Moundou,8.57437,16.07722,1171
Germany,Hannover,52.37052,9.73322,1347
Australia,Ben Lomond,37.08911,-122.08635,1803
Senegal,Dakar,14.6937,-17.44406,244
Bangladesh,Khulna,22.80979,89.56439,1167
Mongolia,Dalanzadgad,43.60886,104.3672,1155
Nigeria,Sokoto,13.06269,5.24322,2051
United States,New York,42.165726,-74.948051,3831
Australia,Ipswich,52.05917,1.15545,419
Burundi,Gitega,-3.42708,29.92463,1521
Myanmar,Sagaing,21.8787,95.97965,2155
Belgium,Fontaine-L'Eveque,50.40907,4.32427,2461
India,Ajmer,26.4521,74.63867,1563
Australia,Swan Hill,-35.33781,143.5544,498
Belgium,Courcelles,50.46379,4.3747,2399
New Zealand,Kaitaia,-35.11485,173.26366,1553
New Zealand,Napier,-39.4926,176.91232,1554
Canada,Banff,51.1784,-115.5708,623
Canada,Calgary,51.0447,-114.0719,622
Canada,Charlottetown,46.2382,-63.1311,639
Canada,Cranbrook,49.5130,-115.7694,618
Canada,Edmonton,53.5461,-113.4938,621
Canada,Fredericton,45.9636,-66.6431,636
Canada,Goose Bay,53.3333,-60.4167,640
Canada,Grande Prairie,55.1708,-118.7947,625
Canada,Halifax,44.6488,-63.5752,637
Canada,Inuvik,68.3607,-133.7230,643
Canada,Iqaluit,63.7467,-68.5170,613
Canada,Kamloops,50.6745,-120.3273,617
Canada,Lethbridge,49.6956,-112.8451,627
Canada,Medicine Hat,50.0417,-110.6775,626
Canada,Montreal,45.5017,-73.5673,634
Canada,Ottawa,45.4215,-75.6972,265
Canada,Prince George,53.9171,-122.7497,619
Canada,Prince Rupert,54.3150,-130.3201,616
Canada,Quebec,46.8139,-71.2080,635
Canada,Red Deer,52.2681,-113.8111,624
Canada,Regina,50.4452,-104.6189,629
Canada,Saint John,45.2733,-66.0633,641
Canada,Saskatoon,52.1332,-106.6700,628
Canada,St Johns,47.5615,-52.7126,642
Canada,Sudbury,46.4917,-81.0130,632
Canada,Sydney,46.1389,-60.1931,638
Canada,Thunder Bay,48.3809,-89.2477,631
Canada,Toronto,43.6532,-79.3832,264
Canada,Vancouver,49.2827,-123.1207,266
Canada,Whitehorse,60.7212,-135.0568,614
Canada,Windsor,42.3149,-83.0364,633
Canada,Winnipeg,49.8951,-97.1384,630
Canada,Yellowknife,62.4540,-114.3718,615